name,is_composer,birth_date,birth_place,death_date,death_place,url
Dekowski Jan Piotr,false,22nd February 1907,Tomaszów Mazowiecki,20th November 1988,Łódź,https://polmic.pl/en/encyclopedia/subject-entries/d/dekowski-jan-piotr-en
Demowska-Madejska Aleksandra,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/demowska-madejska-aleksandra-en
Deptuch Piotr,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/deptuch-piotr-en
Dera Jakub,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dera-jakub-en
Diakun Marzena,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/diakun-marzena-en
Didur Adam,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/didur-adam-en
Dixa Tadeusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dixa-tadeusz-en
Długoraj Wojciech (Albert),true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dlugoraj-wojciech-albert-en
Długosz Łukasz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dlugosz-lukasz-en
Długosz Magdalena,true,23 March 1954,Cracow,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dlugosz-magdalena-en
Długosz Marek,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dlugosz-marek-en
Dmochowski Michał,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dmochowski-michal-en
Dmuchowski Wiktor,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dmuchowski-wiktor-en
Dobrowolski Andrzej,true,9th September 1921,Lwów (Lvov),8th August 1990,Graz,https://polmic.pl/en/encyclopedia/subject-entries/d/dobrowolski-andrzej-en
Dobrzański Sławomir,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dobrzanski-slawomir-en
Dobrzański Tadeusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dobrzanski-tadeusz-en
Dobrzyński Ignacy Feliks,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dobrzynski-ignacy-feliks-en
Dobrzyński Michał,true,24th November 1980,Szczecin,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dobrzynski-michal-en
Domagała Jacek,true,19th August 1947,Szczecinek,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domagala-jacek-en
Domanowski Tadeusz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domanowski-tadeusz-en
Domańska Joanna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domanska-joanna-en
Domański Edward G.,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domanski-edward-g-en
Domański Marian,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domanski-marian-en
Dominiczak Robert,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/d/dominiczak-robert-en
Domżał Józef,true,"December 11, 2003",Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/d/domzal-jozef-en
Ejsmont Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/e/ejsmont-piotr-en
Ekier Jan,true,29August 1913,Cracow,,,https://polmic.pl/en/encyclopedia/subject-entries/e/ekier-jan-en
Elsner Józef Antoni Franciszek,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/e/elsner-jozef-antoni-franciszek-en
Elster Zuzanna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/e/elster-zuzanna-en
Erhardt Ludwik,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/e/erhardt-ludwik-en
Eska Dominika,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/e/eska-dominika-en
Esztényi Szabolcs,true,20th December 1939,Budapest,29th June 2024,Warsaw,https://polmic.pl/en/encyclopedia/subject-entries/e/esztenyi-szabolcs-en
Fabiańska-Jelińska Ewa,true,13th November 1989,Toruń,,,https://polmic.pl/en/encyclopedia/subject-entries/f/fabianska-jelinska-ewa-en
Falenta Adam,true,"December 17, 2005",Toruń,,,https://polmic.pl/en/encyclopedia/subject-entries/f/falenta-adam-en
Falkiewicz Adam,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/falkiewicz-adam-en
Farcinkiewicz Łukasz,true,21st June 1981,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/f/farcinkiewicz-lukasz-en
Feicht Hieronim,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/feicht-hieronim-en
Ficek Przemysław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/ficek-przemyslaw-en
Filonowicz Piotr,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/filonowicz-piotr-en
Filus Sylvia,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/filus-sylvia-en
Fitelberg Grzegorz,true,"October 18, 1879",Daugavpils (Latvia),"June 10, 1953",Katowice,https://polmic.pl/en/encyclopedia/subject-entries/f/fitelberg-grzegorz-en
Fitelberg Jerzy,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/fitelberg-jerzy-en
Fiugajski Przemysław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/fiugajski-przemyslaw-en
Florczyk Janusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/florczyk-janusz-en
Florêncio Junior José Maria,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/florencio-junior-jose-maria-en
Foltyn Adrian,true,22nd April 1978,Wrocław,,,https://polmic.pl/en/encyclopedia/subject-entries/f/foltyn-adrian-en
Fołtyn Maria,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/foltyn-maria-en
Fontana Julian,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/fontana-julian-en
Forma Anna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/forma-anna-en
Fotek Jan,true,28th November 1928,Czerwińsk on the Vistula,,,https://polmic.pl/en/encyclopedia/subject-entries/f/fotek-jan-en
Frąckiewicz Maciej,false,24th November 1988,Białystok,,,https://polmic.pl/en/encyclopedia/subject-entries/f/frackiewicz-maciej-en
Frakstein Józef,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/frakstein-jozef-en
Frenkel Stefan,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/frenkel-stefan-en
Freszel Joanna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/f/freszel-joanna-en
Friemann Witold,true,20th August 1889,Konin,22nd March 1977,Laski near Warsaw,https://polmic.pl/en/encyclopedia/subject-entries/f/friemann-witold-en
Gąbka Wojciech,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gabka-wojciech-en
Gabryś Aleksander,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gabrys-aleksander-en
Gabryś Ryszard,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gabrys-ryszard-en
Gabrysiewicz Paweł,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gabrysiewicz-pawel-en
Gabzdyl Justyna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gabzdyl-justyna-en
Gadomski Henryk,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gadomski-henryk-en
Gadzina Tadeusz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gadzina-tadeusz-en
Gajecka-Antosiewicz Aleksandra,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gajecka-antosiewicz-aleksandra-en
Gajewska Elżbieta,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gajewska-elzbieta-en
Gan Piotr,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gan-piotr-en
Gancarczyk Paweł,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gancarczyk-pawel-en
Garbacz Jakub,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/garbacz-jakub-en
Garbacz Joanna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/garbacz-joanna-en
Garbal Aleksandra,true,3rd April 1970,Wielowieś near Gliwice,,,https://polmic.pl/en/encyclopedia/subject-entries/g/garbal-aleksandra-en
Garścia Janina,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/garscia-janina-en
Garztecka-Jarzębska Irena,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/garztecka-jarzebska-irena-en
Gąsiorowska Małgorzata,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gasiorowska-malgorzata-en
Gawlas Krzysztof,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gawlas-krzysztof-en
Gawroński Mieczysław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gawronski-mieczyslaw-en
Gębski Andrzej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gebski-andrzej-en
Geiger Wacław,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/geiger-waclaw-en
Gelbrun Artur,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gelbrun-artur-en
Gembalski Julian,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gembalski-julian-en
Gierlach Wojciech,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gierlach-wojciech-en
Gierżod Kazimierz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gierzod-kazimierz-en
Gimpel Bronisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gimpel-bronislaw-en
Gizbert-Studnicka Bogumiła,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gizbert-studnicka-bogumila-en
Gliniak Bartłomiej,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gliniak-bartlomiej-en
Glinka Beata Iwona,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/glinka-beata-iwona-en
Glinkowski Aleksander,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/glinkowski-aleksander-en
Głowicka Katarzyna,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/glowicka-katarzyna-en
Głowski Eugeniusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/glowski-eugeniusz-en
Głuch Marcin Dominik,true,7 May 1973,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gluch-marcin-dominik-en
Gniot Walerian,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gniot-walerian-en
Godlewski Mariusz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/godlewski-mariusz-en
Godyla Łukasz,true,28th March 1985,Mikstat,,,https://polmic.pl/en/encyclopedia/subject-entries/g/godyla-lukasz-en
Godziemba-Trytek Szymon,true,21st February 1988,Bielsko-Biała,,,https://polmic.pl/en/encyclopedia/subject-entries/g/godziemba-trytek-szymon-en
Godziszewski Jerzy,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/godziszewski-jerzy-en
Gołąb Maciej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/golab-maciej-en
Golec Beata Elżbieta,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/golec-beata-e-en
Gołembiowski Jarosław,true,"February 10, 1958",Bielsko-Biała,,,https://polmic.pl/en/encyclopedia/subject-entries/g/golembiowski-jaroslaw-en
Gołos Jerzy,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/golos-jerzy-en
Gomółka Mikołaj,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gomolka-mikolaj-en
Gorczyca Grzegorz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorczyca-grzegorz-en
Gorczycki (Gorczyca) Grzegorz Gerwazy,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorczycki-gorczyca-grzegorz-gerwazy-en
Górczyński Michał,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorczynski-michal-en
Gordiejuk Marian,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gordiejuk-marian-en
Górecka Anna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorecka-anna-en
Górecki Henryk Mikołaj,true,6th December 1933,Czernica (near Rybnik),12th November 2010,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorecki-henryk-mikolaj-en
Górecki Mikołaj Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorecki-mikolaj-piotr-en
Gorgoń Robert,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorgon-robert-en
Gorzycki Rafał,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorzycki-rafal-en
Górzyński Zdzisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gorzynski-zdzislaw-en
Graca Zbigniew,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/graca-zbigniew-en
Gradstein Alfred,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gradstein-alfred-en
Grajter Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grajter-piotr-en
Grella-Możejko Piotr,true,15 March 1961,Bytom,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grella-mozejko-piotr-en
Grigaitis Walter,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grigaitis-walter-en
Grinholc Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grinholc-piotr-en
Gronau Alicja,true,7th December 1957,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gronau-alicja-en
Gronowicz Michał,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gronowicz-michal-en
Grubba Gedymin,true,17th July 1981,Gdansk,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grubba-gedymin-en
Grubich Joachim,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grubich-joachim-en
Grudzień Jacek,true,7th December 1961,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grudzien-jacek-en
Grudziński Czesław,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grudzinski-czeslaw-en
Gruszczyńska-Ziółkowska Anna,false,9th July 1956,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gruszczynska-ziolkowska-anna-en
Gruszczyński Stanisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gruszczynski-stanislaw-en
Grychtołówna Lidia,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grychtolowna-lidia-en
Gryka Aleksandra,true,17th May 1977,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gryka-aleksandra-en
Gryska Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gryska-piotr-en
Grząka Rafał,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzaka-rafal-en
Grzenkowicz Izabella,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzenkowicz-izabella-en
Grzeszczak Krzysztof,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzeszczak-krzysztof-en
Grzybowski Maciej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzybowski-maciej-en
Grzybowski Zbigniew Sylwan,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzybowski-zbigniew-sylwan-en
Grzywacz Janusz,true,13th May 1947,Zakopane,,,https://polmic.pl/en/encyclopedia/subject-entries/g/grzywacz-janusz-en
Gul Joanna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gul-joanna-en
Gumiela Marcin,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gumiela-marcin-en
Gusnar Paweł,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gusnar-pawel-en
Guzowski Kazimierz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/guzowski-kazimierz-en
Gwizdalanka Danuta,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/g/gwizdalanka-danuta-en
Hajda Ewelina,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hajda-ewelina-en
Hajduk Anna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hajduk-anna-en
Hans Olga,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hans-olga-en
Harasiewicz Adam,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/harasiewicz-adam-en
Harasimowicz Bożena,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/harasimowicz-bozena-en
Has Stanisław,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/has-stanislaw-en
Haubenstock-Ramati Roman,true,27th February 1919,Kraków,3rd March 1994,Vienna,https://polmic.pl/en/encyclopedia/subject-entries/h/haubenstock-ramati-roman-en
Haufa Jakub,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/haufa-jakub-en
Hawel Jan Wincenty,true,10th July 1936,Pszów near Wodzisław in Upper Silesia,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hawel-jan-wincenty-en
Helman Zofia,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/helman-zofia-en
Hendrich Paweł,true,21st April 1979,Wrocław,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hendrich-pawel-en
Herdzin Krzysztof,true,21st May 1970,Bydgoszcz,,,https://polmic.pl/en/encyclopedia/subject-entries/h/herdzin-krzysztof-en
Hernas Czesław,false,12th July 1928,Sokal,11th December 2003,Wrocław,https://polmic.pl/en/encyclopedia/subject-entries/h/hernas-czeslaw-en
Hertel Piotr,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hertel-piotr-en
Herzyk Wojciech,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/herzyk-wojciech-en
Hesse-Bukowska Barbara,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hesse-bukowska-barbara-en
Hiolski Andrzej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hiolski-andrzej-en
Hoffman Jan,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hoffman-jan-en
Hofmann Józef,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hofman-jozef-en
Horna Robert,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/horna-robert-en
Horszowski Mieczysław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/horszowski-mieczyslaw-en
Hossa Iwona,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hossa-iwona-en
Hruszwicki Paweł,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hruszwicki-pawel-en
Huberman Bronisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/huberman-bronislaw-en
Hundziak Andrzej,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hundziak-andrzej-en
Hussar Małgorzata,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/h/hussar-malgorzata-en
Huszcza Anna Maria,true,23rd March 1987,Rzeszów,,,https://polmic.pl/en/encyclopedia/subject-entries/h/huszcza-anna-maria-en
Idaszak Danuta,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/idaszak-danuta-en
Ignatowicz-Glińska Anna,true,26th May 1968,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/i/ignatowicz-glinska-anna-en
Ilgner Bogusława,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/ilgner-boguslawa-en
Imiełowska Dorota,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/imielowska-dorota-en
Isphording Gośka,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/isphording-goska-en
Iżykowska Ewa,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/izykowska-klosiewicz-ewa-en
Iżykowski Roman,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/i/izykowski-roman-en
Jabłońska Daria,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonska-daria-en
Jabłoński Henryk Hubertus,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonski-henryk-hubertus-en
Jabłoński Krzysztof,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonski-krzysztof-en
Jabłoński Maciej,true,29th July 1974,Golub-Dobrzyń,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonski-maciej-en
Jabłoński Maciej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonski-maciej-muzykolog-en
Jabłoński Roman,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jablonski-roman-en
Jabri Zaid,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jabri-zaid-en
Jachim Marcin,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jachim-marcin-en
Jachimecki Zdzisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jachimecki-zdzislaw-en
Jachnina Anna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jachnina-anna-en
Jack Dagmara,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jack-dagmara-en
Jackowski Jacek,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jackowski-jacek-en
Jahnke Zdzisław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jahnke-zdzislaw-en
Jakajtis Ludwik,true,7th September 1904,Kaunas [now Lithuania],15th January 1987,Szczecin,https://polmic.pl/en/encyclopedia/subject-entries/j/jakajtis-ludwik-en
Jakowicz Jakub,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jakowicz-jakub-en
Jakowicz Krzysztof,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jakowicz-krzysztof-en
Jamroz Krystyna,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jamroz-krystyna-en
Janas Paweł,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janas-pawel-en
Janczak Krzysztof Aleksander,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janczak-krzysztof-aleksander-en
Janiak Rafał,true,2nd June 1986,Olsztyn,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janiak-rafal-en
Janiszewski Jacek,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janiszewski-jacek-en
Jankowski Igor,true,23rd November 1983,Minsk,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jankowski-igor-en
Janocha Michał,true,"February 7, 1990",Łowicz,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janocha-michal-en
Janosik Piotr Jan,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janosik-piotr-jan-en
Janowski Piotr,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janowski-piotr-en
Janulytė Justė,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/janulyte-juste-en
Januszkiewicz Maria,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/januszkiewicz-maria-en
Jarecki Henryk,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarecki-henryk-en
Jarecki Tadeusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarecki-tadeusz-en
Jargoń Jan,true,23rd June 1928,Pawłów,31 October 1995,Kraków,https://polmic.pl/en/encyclopedia/subject-entries/j/jargon-jan-en
Jarmołowicz Bogdan,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarmolowicz-bogdan-en
Jarosz Lubomir,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarosz-lubomir-en
Jaroszewska Karolina,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jaroszewska-karolina-en
Jarzębski Adam,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarzebski-adam-en
Jarzyński Dawid,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jarzynski-dawid-en
Jasińska-Jędrosz Elżbieta,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jasinska-jedrosz-elzbieta-en
Jasiński Andrzej,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jasinski-andrzej-en
Jasiński Marek,true,10th Sept. 1949,Stargard Szczeciński,15th February 2010,Cluj-Napoca (Romania),https://polmic.pl/en/encyclopedia/subject-entries/j/jasinski-marek-en
Jasiński Roman,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jasinski-roman-en
Jasiński Tomasz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jasinski-tomasz-en
Jaskot Dobromiła,true,29th May 1981,Toruń,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jaskot-dobromila-en
Jastrzębska Anna Danuta,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jastrzebska-anna-danuta-en
Jaźwińska (Jazwinski) Barbara,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jazwinska-jazwinski-barbara-en
Jędrzejewska Anna,true,27th February 1971,Wrocław,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jedrzejewska-anna-en
Jędrzejewski Janusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jedrzejewski-janusz-en
Jędrzejewski Robert,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jedrzejewski-robert-en
Jeliński Wojciech,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/j/jelinski-wojciech-en
Kabalewski Władysław,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kabalewski-wladyslaw-en
Kaban Teresa,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaban-teresa-en
Kabara Robert,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kabara-robert-en
Kaczka Krzysztof,false,16th May 1977,Torun,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaczka-krzysztof-en
Kaczmarek-Bialic Agnieszka,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaczmarek-bialic-agnieszka-en
Kaczorowski Sławomir,true,14th March 1956,Łódź,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaczorowski-slawomir-en
Kaczyński Adam,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaczynski-adam-en
Kaczyński Bogusław,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaczynski-boguslaw-en
Kahl Janusz,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kahl-janusz-en
Kałamarz Wojciech,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kalamarz-wojciech-en
Kalina Piotr,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kalina-piotr-en
Kalinowski Jan,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kalinowski-jan-en
Kaliszewska Jadwiga,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaliszewska-jadwiga-en
Kamasa Paweł,false,17th March 1963,Warsaw,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kamasa-pawel-en
Kamasa Stefan,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kamasa-stefan-en
Kamieński Łucjan,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kamienski-lucjan-en
Kamińska Teresa,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaminska-teresa-en
Kamionka Wojciech,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kamionka-wojciech-en
Kandulski Tomasz,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kandulski-tomasz-en
Kaniowska Małgorzata,true,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kaniowska-malgorzata-en
Kapelański Maksymilian,false,,,,,https://polmic.pl/en/encyclopedia/subject-entries/k/kapelanski-maksymilian-en
