name,years,has_description,composer_url
Björn Linnman,1960-,True,https://www.swedishmusicalheritage.com/composers/linnman-bjorn/
Victor Lisinski,1987-,True,https://www.swedishmusicalheritage.com/composers/lisinski-victor/
Oskar Lissheim-Boëthius,1983-,True,https://www.swedishmusicalheritage.com/composers/lissheim-bothius-oskar/
Carl Ludvig Lithander,1773-1843,True,https://www.swedishmusicalheritage.com/composers/lithander-carl-ludvig/
Fredrik Lithander,1777−1823,True,https://www.swedishmusicalheritage.com/composers/lithander-fj/
Maria Löfberg,1968-,True,https://www.swedishmusicalheritage.com/composers/lofberg-maria/
Henrik Lörstad,1964-,True,https://www.swedishmusicalheritage.com/composers/lorstad-henrik/
Ida Lundén,1971-,True,https://www.swedishmusicalheritage.com/composers/lunden-ida/
Peter Lundén,1955-,True,https://www.swedishmusicalheritage.com/composers/lunden-peter/
Staffan Lundén-Welden,1964-,True,https://www.swedishmusicalheritage.com/composers/lunden-welden-staffan/
Bengt Lundin,1945-,True,https://www.swedishmusicalheritage.com/composers/lundin-bengt/
Dag Lundin,1943-,True,https://www.swedishmusicalheritage.com/composers/lundin-dag/
Torbjörn Iwan Lundquist,1920-2000,True,https://www.swedishmusicalheritage.com/composers/lundquist-torbjorn-iwan/
Hans Lunell,1944-,True,https://www.swedishmusicalheritage.com/composers/lunell-hans/
Ole Lützow-Holm,1954-,True,https://www.swedishmusicalheritage.com/composers/lutzow-holm-ole/
Peter Lyne,1946-,True,https://www.swedishmusicalheritage.com/composers/lyne-peter/
Mattias Lysell,1971-,True,https://www.swedishmusicalheritage.com/composers/lysell-mattias/
Masih Madani,1958-,True,https://www.swedishmusicalheritage.com/composers/madani-masih/
Kajsa Magnarsson,1985-,True,https://www.swedishmusicalheritage.com/composers/magnarsson-kajsa/
Louise Magnusson,1983-,True,https://www.swedishmusicalheritage.com/composers/magnusson-louise/
Per Magnusson,1978-,True,https://www.swedishmusicalheritage.com/composers/magnusson-per/
Raphael Mak,1992-,True,https://www.swedishmusicalheritage.com/composers/mak-raphael/
Paula af Malmborg Ward,1962-,True,https://www.swedishmusicalheritage.com/composers/malmborg-ward-paula-af/
Carin Malmlöf-Forssling,1916-2005,True,https://www.swedishmusicalheritage.com/composers/malmlof-forssling-carin/
Love Mangs,1966-,True,https://www.swedishmusicalheritage.com/composers/mangs-love/
Cristian Marina,1965-,True,https://www.swedishmusicalheritage.com/composers/marina-cristian/
Miklós Maros,1943-,True,https://www.swedishmusicalheritage.com/composers/maros-mikls/
Per Mårtensson,1967-,True,https://www.swedishmusicalheritage.com/composers/martensson-per/
Rolf Martinsson,1956-,True,https://www.swedishmusicalheritage.com/composers/martinsson-rolf/
Magdalena Meitzner,1983-,True,https://www.swedishmusicalheritage.com/composers/meitzner-magdalena/
Sten Melin,1957-,True,https://www.swedishmusicalheritage.com/composers/melin-sten/
Arne Mellnäs,1933-2002,True,https://www.swedishmusicalheritage.com/composers/mellnas-arne/
Tebogo Monnakgotla,1972-,True,https://www.swedishmusicalheritage.com/composers/monnakgotla-tebogo/
Fabio Monni,1976-,True,https://www.swedishmusicalheritage.com/composers/monni-fabio/
Kristofer Morhed,1987-,True,https://www.swedishmusicalheritage.com/composers/morhed-kristofer/
Jan W Morthenson,1940-,True,https://www.swedishmusicalheritage.com/composers/morthenson-jan-w/
Staffan Mossenmark,1961-,True,https://www.swedishmusicalheritage.com/composers/mossenmark-staffan/
Jacob Mühlrad,1991-,True,https://www.swedishmusicalheritage.com/composers/muhlrad-jacob/
Rei Munakata,1976-,True,https://www.swedishmusicalheritage.com/composers/munakata-rei/
Ray Næssén,1950-2004,True,https://www.swedishmusicalheritage.com/composers/nassen-ray/
Siegfried Naumann,1919-2001,True,https://www.swedishmusicalheritage.com/composers/naumann-siegfried/
Annelie Nederberg,1961-,True,https://www.swedishmusicalheritage.com/composers/nederberg-annelie/
Daniel Nelson,1965-,True,https://www.swedishmusicalheritage.com/composers/nelson-daniel/
Jesper Nielsen,1989-,True,https://www.swedishmusicalheritage.com/composers/nielsen-jesper/
Alexandra Nilsson,1979-,True,https://www.swedishmusicalheritage.com/composers/nilsson-alexandra/
Anders Nilsson,1954-,True,https://www.swedishmusicalheritage.com/composers/nilsson-anders/
Bo Nilsson,1937-2018,True,https://www.swedishmusicalheritage.com/composers/nilsson-bo/
Ivo Nilsson,1966-,True,https://www.swedishmusicalheritage.com/composers/nilsson-ivo/
Leo Nilsson,1939-,True,https://www.swedishmusicalheritage.com/composers/nilsson-leo/
Per Anders Nilsson,1954-,True,https://www.swedishmusicalheritage.com/composers/nilsson-per-anders/
Torbjörn Nilsson,1955-,True,https://www.swedishmusicalheritage.com/composers/nilsson-torbjorn/
Torsten Nilsson,1920-1999,True,https://www.swedishmusicalheritage.com/composers/nilsson-torsten/
Erik Nordgren,1913-1992,True,https://www.swedishmusicalheritage.com/composers/nordgren-erik/
Jesper Nordin,1971-,True,https://www.swedishmusicalheritage.com/composers/nordin-jesper/
Lise-Lotte Norelius,1961-,True,https://www.swedishmusicalheritage.com/composers/norelius-lise-lotte/
Dorcas Norre,1911-1985,True,https://www.swedishmusicalheritage.com/composers/norre-dorcas/
Farangis Nurulla-Khoja,1972-,True,https://www.swedishmusicalheritage.com/composers/nurulla-khoja-farangis/
Ylva Nyberg Bentancor,1967-,True,https://www.swedishmusicalheritage.com/composers/nyberg-bentancor-ylva/
Lina Nyberg,1970-,True,https://www.swedishmusicalheritage.com/composers/nyberg-lina/
Kent Nyman,1965-,True,https://www.swedishmusicalheritage.com/composers/nyman-kent/
Jim O'Leary,1971-,True,https://www.swedishmusicalheritage.com/composers/oleary-jim/
Pelle Olofson,1961-,True,https://www.swedishmusicalheritage.com/composers/olofson-pelle/
Janne Olofsson,1969-,True,https://www.swedishmusicalheritage.com/composers/olofsson-janne/
Jonas Olofsson,1987-,True,https://www.swedishmusicalheritage.com/composers/olofsson-jonas/
Kent Olofsson,1962-,True,https://www.swedishmusicalheritage.com/composers/olofsson-kent/
Olov Olofsson,1947-,True,https://www.swedishmusicalheritage.com/composers/olofsson-olov/
Pär Olofsson,1973-,True,https://www.swedishmusicalheritage.com/composers/olofsson-par/
Fredrik Österling,1966-,True,https://www.swedishmusicalheritage.com/composers/osterling-fredrik/
Anne Pajunen,1968-,True,https://www.swedishmusicalheritage.com/composers/pajunen-anne/
Catharina Palmér,1963-,True,https://www.swedishmusicalheritage.com/composers/palmer-catharina/
Åke Parmerud,1953-,True,https://www.swedishmusicalheritage.com/composers/parmerud-ake/
Mika Pelo,1971-,True,https://www.swedishmusicalheritage.com/composers/pelo-mika/
Kjell Perder,1954-,True,https://www.swedishmusicalheritage.com/composers/perder-kjell/
Moses Pergament,1893-1977,True,https://www.swedishmusicalheritage.com/composers/pergament-moses/
Alessandro Perini,1983-,True,https://www.swedishmusicalheritage.com/composers/perini-alessandro/
Helena Persson,1975-,True,https://www.swedishmusicalheritage.com/composers/persson-helena/
Mats Persson,1943-,True,https://www.swedishmusicalheritage.com/composers/persson-mats/
Erik Peters,1970-,True,https://www.swedishmusicalheritage.com/composers/peters-erik/
Matthew Peterson,1984-,True,https://www.swedishmusicalheritage.com/composers/peterson-matthew/
Mattias Petersson,1972-,True,https://www.swedishmusicalheritage.com/composers/petersson-mattias/
Per Gunnar Petersson,1954-,True,https://www.swedishmusicalheritage.com/composers/petersson-per-gunnar/
Allan Pettersson,1911-1980,True,https://www.swedishmusicalheritage.com/composers/pettersson-allan/
Krystyna Pettersson,1930-2018,True,https://www.swedishmusicalheritage.com/composers/pettersson-krystyna/
Lodovico Piccini,1766-1827,True,https://www.swedishmusicalheritage.com/composers/piccini-lodovico/
Paul Pignon,1939-,True,https://www.swedishmusicalheritage.com/composers/pignon-paul/
Ludvig Pitscher,ca 1750-?,True,https://www.swedishmusicalheritage.com/composers/pitscher-ludvig/
Stefan Pöntinen,1967-,True,https://www.swedishmusicalheritage.com/composers/pontinen-stefan/
Peter Pontvik,1963-,True,https://www.swedishmusicalheritage.com/composers/pontvik-peter/
Folke Rabe,1935-2017,True,https://www.swedishmusicalheritage.com/composers/rabe-folke/
Emil Råberg,1985-,True,https://www.swedishmusicalheritage.com/composers/raberg-emil/
Einar Ralf,1888-1971,True,https://www.swedishmusicalheritage.com/composers/ralf-einar/
Johan Ramström,1965-,True,https://www.swedishmusicalheritage.com/composers/ramstrom-johan/
Andreas Randel,1806−1864,True,https://www.swedishmusicalheritage.com/composers/randel-andreas/
Karin Rehnqvist,1957-,True,https://www.swedishmusicalheritage.com/composers/rehnqvist-karin/
Bo Ridderström,1937-,True,https://www.swedishmusicalheritage.com/composers/ridderstrom-bo/
David Riebe,1988-,True,https://www.swedishmusicalheritage.com/composers/riebe-david/
Georg Riedel,1934-,True,https://www.swedishmusicalheritage.com/composers/riedel-georg/
Mattias Risberg,1960-,True,https://www.swedishmusicalheritage.com/composers/risberg-mattias/
Lars-Erik Rosell,1944-2005,True,https://www.swedishmusicalheritage.com/composers/rosell-lars-erik/
Ann Rosén,1956-,True,https://www.swedishmusicalheritage.com/composers/rosen-ann/
Hilding Rosenberg,1892-1985,True,https://www.swedishmusicalheritage.com/composers/rosenberg-hilding/
Leo Rosenblüth,1904-2000,True,https://www.swedishmusicalheritage.com/composers/rosenbluth-leo/
Daniel Rozenhall,1977-,True,https://www.swedishmusicalheritage.com/composers/rozenhall-daniel/
Axel Rudebeck,1978-,True,https://www.swedishmusicalheritage.com/composers/rudebeck-axel/
Stig Rybrant,1916-1985,True,https://www.swedishmusicalheritage.com/composers/rybrant-stig/
Bo Rydberg,1960-,True,https://www.swedishmusicalheritage.com/composers/rydberg-bo/
Hans Rytterkvist,1926-1998,True,https://www.swedishmusicalheritage.com/composers/rytterkvist-hans/
Ákos Rózmann,1939-2005,True,https://www.swedishmusicalheritage.com/composers/rzmann-akos/
Stellan Sagvik,1952-,True,https://www.swedishmusicalheritage.com/composers/sagvik-stellan/
Iréne Sahlin,1972-,True,https://www.swedishmusicalheritage.com/composers/sahlin-irene/
Marie Samuelsson,1956-,True,https://www.swedishmusicalheritage.com/composers/samuelsson-marie/
Per Samuelsson,1971-,True,https://www.swedishmusicalheritage.com/composers/samuelsson-per/
Lars Sandberg,1955-,True,https://www.swedishmusicalheritage.com/composers/sandberg-lars/
Sten Sandell,1958-,True,https://www.swedishmusicalheritage.com/composers/sandell-sten/
Joakim Sandgren,1965-,True,https://www.swedishmusicalheritage.com/composers/sandgren-joakim/
Örjan Sandred,1964-,True,https://www.swedishmusicalheritage.com/composers/sandred-orjan/
Jan Sandström,1954-,True,https://www.swedishmusicalheritage.com/composers/sandstrom-jan/
Sven-David Sandström,1942-2019,True,https://www.swedishmusicalheritage.com/composers/sandstrom-sven-david/
Rickard Scheffer,1971-,True,https://www.swedishmusicalheritage.com/composers/scheffer-rickard/
Albert Schnelzer,1972-,True,https://www.swedishmusicalheritage.com/composers/schnelzer-albert/
Stig Gustav Schönberg,1933-,True,https://www.swedishmusicalheritage.com/composers/schonberg-stig-gustav/
Peter Schuback,1947-,True,https://www.swedishmusicalheritage.com/composers/schuback-peter/
Meelis Seffers,1953-,True,https://www.swedishmusicalheritage.com/composers/seffers-meelis/
Jonatan Sersam,1986-,True,https://www.swedishmusicalheritage.com/composers/sersam-jonatan/
William Seymer,1890-1964,True,https://www.swedishmusicalheritage.com/composers/seymer-william/
Eva Sidén,1957-,True,https://www.swedishmusicalheritage.com/composers/siden-eva/
Björn Sikström,1979-,True,https://www.swedishmusicalheritage.com/composers/sikstrom-bjorn/
Pavol Simai,1930-2020,True,https://www.swedishmusicalheritage.com/composers/simai-pavol/
Patric Simmerud,1963-,True,https://www.swedishmusicalheritage.com/composers/simmerud-patric/
Fredrik Sixten,1962-,True,https://www.swedishmusicalheritage.com/composers/sixten-fredrik/
Johan-Magnus Sjöberg,1953-,True,https://www.swedishmusicalheritage.com/composers/sjoberg-johan-magnus/
Heimer Sjöblom,1910-2001,True,https://www.swedishmusicalheritage.com/composers/sjoblom-heimer/
Martin Skafte,1980-,True,https://www.swedishmusicalheritage.com/composers/skafte-martin/
Susanne Skog,1965-,True,https://www.swedishmusicalheritage.com/composers/skog-susanne/
Ylva Skog,1963-,True,https://www.swedishmusicalheritage.com/composers/skog-ylva/
Erland Skoglund,1915-2004,True,https://www.swedishmusicalheritage.com/composers/skoglund-erland/
Adam Skogvard,1980-,True,https://www.swedishmusicalheritage.com/composers/skogvard-adam/
Bengt-Göran Sköld,1936-,True,https://www.swedishmusicalheritage.com/composers/skold-bengt-goran/
Mattias Sköld,1976-,True,https://www.swedishmusicalheritage.com/composers/skold-mattias/
Yngve Sköld,1899-1992,True,https://www.swedishmusicalheritage.com/composers/skold-yngve/
Sune Smedeby,1934-1998,True,https://www.swedishmusicalheritage.com/composers/smedeby-sune/
Michael J Smith,1938-,True,https://www.swedishmusicalheritage.com/composers/smith-michael-j/
Camilla Söderberg,1953-,True,https://www.swedishmusicalheritage.com/composers/soderberg-camilla/
Hans Söderberg,1937-,True,https://www.swedishmusicalheritage.com/composers/soderberg-hans/
Valdemar Söderholm,1909-1990,True,https://www.swedishmusicalheritage.com/composers/soderholm-valdemar/
Knut Sönstevold,1945-,True,https://www.swedishmusicalheritage.com/composers/sonstevold-knut/
Vanessa Sorce-Lévesque,1987-,True,https://www.swedishmusicalheritage.com/composers/sorce-levesque-vanessa/
Josef Söreke,1989-,True,https://www.swedishmusicalheritage.com/composers/soreke-josef/
Torsten Sörenson,1908-1992,True,https://www.swedishmusicalheritage.com/composers/sorenson-torsten/
Benjamin Staern,1978-,True,https://www.swedishmusicalheritage.com/composers/staern-benjamin/
Lisa Stenberg,1980-,True,https://www.swedishmusicalheritage.com/composers/stenberg-lisa/
Magnus Stenman,1779-1842,True,https://www.swedishmusicalheritage.com/composers/stenman-magnus/
Staffan Storm,1964-,True,https://www.swedishmusicalheritage.com/composers/storm-staffan/
Johann Ignaz Stranensky,ca 1760-?,True,https://www.swedishmusicalheritage.com/composers/stranensky-johann-ignaz/
Lisa Streich,1985-,True,https://www.swedishmusicalheritage.com/composers/streich-lisa/
Henrik Strindberg,1954-,True,https://www.swedishmusicalheritage.com/composers/strindberg-henrik/
Mikael Strömberg,1957-,True,https://www.swedishmusicalheritage.com/composers/stromberg-mikael/
Paul Struck,1776-1820,True,https://www.swedishmusicalheritage.com/composers/struck-paul/
Georg Stubendorff,?−1672,True,https://www.swedishmusicalheritage.com/composers/stubendorff-georg/
Håkan Sundin,1961-,True,https://www.swedishmusicalheritage.com/composers/sundin-hakan/
Paulina Sundin,1970-,True,https://www.swedishmusicalheritage.com/composers/sundin-paulina/
Fabian Svensson,1980-,True,https://www.swedishmusicalheritage.com/composers/svensson-fabian/
Johan Svensson,1983-,True,https://www.swedishmusicalheritage.com/composers/svensson-johan2/
Kristofer Svensson,1990-,True,https://www.swedishmusicalheritage.com/composers/svensson-kristofer/
Martin Svensson,1978-,True,https://www.swedishmusicalheritage.com/composers/svensson-martin/
Mattias Svensson Sandell,1971-,True,https://www.swedishmusicalheritage.com/composers/svensson-sandell-mattias/
David Swärd,1958-,True,https://www.swedishmusicalheritage.com/composers/sward-david/
Mirjam Tally,1976-,True,https://www.swedishmusicalheritage.com/composers/tally-mirjam/
Kent Tankred,1947-,True,https://www.swedishmusicalheritage.com/composers/tankred-kent/
Andrea Tarrodi,1981-,True,https://www.swedishmusicalheritage.com/composers/tarrodi-andrea/
Molly Teleman,1982-,True,https://www.swedishmusicalheritage.com/composers/teleman-molly/
Stefan Thorsson,1968-,True,https://www.swedishmusicalheritage.com/composers/thorsson-stefan/
Leilei Tian,1971-,True,https://www.swedishmusicalheritage.com/composers/tian-leilei/
Martina Tomner,1983-,True,https://www.swedishmusicalheritage.com/composers/tomner-martina/
Klas Torstensson,1951-,True,https://www.swedishmusicalheritage.com/composers/torstensson-klas/
Peter van Tour,1966-,True,https://www.swedishmusicalheritage.com/composers/tour-peter-van/
Eduard Tubin,1905-1982,True,https://www.swedishmusicalheritage.com/composers/tubin-eduard/
Nils Tykesson,1957-,True,https://www.swedishmusicalheritage.com/composers/tykesson-nils/
Åke Uddén,1903-1987,True,https://www.swedishmusicalheritage.com/composers/udden-ke/
Lisa Ullén,1964-,True,https://www.swedishmusicalheritage.com/composers/ullen-lisa/
Bo Ullman,1929-1989,True,https://www.swedishmusicalheritage.com/composers/ullman-bo/
Carl Unander-Scharin,1964-,True,https://www.swedishmusicalheritage.com/composers/unander-scharin-carl/
Tamas Ungvary,1936-,True,https://www.swedishmusicalheritage.com/composers/ungvary-tamas/
Jonas Valfridsson,1980-,True,https://www.swedishmusicalheritage.com/composers/valfridsson-jonas/
Gunnar Valkare,1943-2019,True,https://www.swedishmusicalheritage.com/composers/valkare-gunnar/
Victor Varela,1955-,True,https://www.swedishmusicalheritage.com/composers/varela-victor/
Gary Verkade,1954-,True,https://www.swedishmusicalheritage.com/composers/verkade-gary/
Sergei Dmitriev Viluman,1964-,True,https://www.swedishmusicalheritage.com/composers/viluman-sergei-dmitriev/
Erik Wadman,1956-,True,https://www.swedishmusicalheritage.com/composers/wadman-erik/
Rune Wahlberg,1910-1999,True,https://www.swedishmusicalheritage.com/composers/wahlberg-rune/
Thommy Stig Wahlström,1968-,True,https://www.swedishmusicalheritage.com/composers/wahlstrom-thommy-stig/
Michael Waldenby,1953-,True,https://www.swedishmusicalheritage.com/composers/waldenby-michael/
Anders Wall,1974-,True,https://www.swedishmusicalheritage.com/composers/wall-anders/
Jan Wallgren,1935-1996,True,https://www.swedishmusicalheritage.com/composers/wallgren-jan/
Frej Wedlund,1991-,True,https://www.swedishmusicalheritage.com/composers/wedlund-frej/
Anna E Weiser,1969-,True,https://www.swedishmusicalheritage.com/composers/weiser-anna-e/
Karl-Erik Welin,1934-1992,True,https://www.swedishmusicalheritage.com/composers/welin-karl-erik/
Gerda Wennerberg,1861-1951,True,https://www.swedishmusicalheritage.com/composers/wennerberg-gerda/
Lars Johan Werle,1926-2001,True,https://www.swedishmusicalheritage.com/composers/werle-lars-johan/
Lennart Westman,1953-,True,https://www.swedishmusicalheritage.com/composers/westman-lennart/
Adam Wiernik,1916-2006,True,https://www.swedishmusicalheritage.com/composers/wiernik-adam/
Kurt Wiklander,1950-,True,https://www.swedishmusicalheritage.com/composers/wiklander-kurt/
Bo Wiklund,1964-,True,https://www.swedishmusicalheritage.com/composers/wiklund-bo/
Inger Wikström,1939-,True,https://www.swedishmusicalheritage.com/composers/wikstrom-inger/
Martin Willert,1974-,True,https://www.swedishmusicalheritage.com/composers/willert-martin/
Tomas Winter,1954-,True,https://www.swedishmusicalheritage.com/composers/winter-tomas/
Dag Wirén,1905-1986,True,https://www.swedishmusicalheritage.com/composers/wiren-dag/
Marcus Wrangö,1976-,True,https://www.swedishmusicalheritage.com/composers/wrango-marcus/
Jan Yngwe,1953-,True,https://www.swedishmusicalheritage.com/composers/yngwe-jan/
Viktor Zeidner,1981-,True,https://www.swedishmusicalheritage.com/composers/zeidner-viktor/
Andreas Zhibaj,1980-,True,https://www.swedishmusicalheritage.com/composers/zhibaj-andreas/
DJuro Zivkovic,1975-,True,https://www.swedishmusicalheritage.com/composers/zivkovic-djuro/
Tommy Zwedberg,1946-2021,True,https://www.swedishmusicalheritage.com/composers/zwedberg-tommy/
