wikidata_id,name
Q1686014,Jeanne Landry
Q6172004,Jeanne-Hippolyte Devismes
Q105107111,Jeffrey Bowen
Q139646703,Jens Bugge Olsen
Q125526763,Jerónimo Comes
Q123705313,Jerónimo Felipe
Q27929727,Jesús Villaseñor
Q1993243,Jesús de Monasterio
Q12024833,Jindřich Seidl
Q133895188,JoAnna Cochenet
Q2025221,Joan Baptista  Pujol
Q11927638,Joan Bonet de Paredes
Q3038778,Joan Guinjoan
Q19299894,Joan Kaisser i Guasch
Q14918221,Joan Nin i Serra
Q544277,Joan Trimble
Q16187897,Joaquim Cassadó i Valls
Q105253828,Joaquim Ribeiro Freire-Neto
Q11685086,Joaquín Espín y Guillén
Q3180167,Joe Raposo
Q5544287,Johan Alfred Ahlström
Q6014376,Johan Erik Nordblom
Q4261948,Johan Lindegren
Q507807,Johan Peter Emilius Hartmann
Q209898,Johan Wagenaar
Q1682425,Johan van Boom
Q15864920,Johann Admoni
Q309470,Johann Ambrosius Bach
Q1458169,Johann August Franz Burgmüller
Q1669362,Johann Baptist Gänsbacher
Q16628137,Johann Buwa
Q1981832,Johann Christian Gebauer
Q48345,Johann Christoph Bach II
Q540018,Johann Elias Bach
Q530491,Johann Ernst Altenburg
Q1565717,Johann Friedrich Kittl
Q15434375,Johann Georg Reinhardt
Q315843,Johann Gottfried Vierling
Q539427,Johann Jacob Bach
Q1694815,Johann Jacob Löwe
Q1241548,Johann Klemm
Q41547791,Johann Konrad Schlick
Q1695639,Johann Nauwach
Q1695710,Johann Nikolaus Tischer
Q35624448,Johann Resch‏
Q1696086,Johann Samuel Schröter
Q455105,Johann Wilhelm Hässler
Q534512,Johanna Müller-Hermann
Q20002684,Johannes Bonadies
Q876266,Johannes Ringk
Q1575045,Johannes Schild
Q1696302,Johannes von Soest
Q796345,John Chowning
Q6229717,John Donald Robb
Q160325,John Eliot Gardiner
Q4078429,John Francis Barnett
Q42532067,John Haussermann
Q17106524,John Persen
Q2270307,John Stepan Zamecnik
Q15492736,John Travers
Q6264840,John Woods Duke
Q2225772,John Zdechlik
Q679496,Josef Dachs
Q1704713,Josef Gänsbacher
Q524466,Josef Hellmesberger
Q11928407,Josef Jiránek
Q1705055,Josef Krejčí
Q1705143,Josef Leopold Zvonař
Q959789,Josef Proksch
Q61062606,Josep Abarcat i Sebastià
Q11928454,Josep Barberà i Humbert
Q15088976,Josep Brocà i Codina
Q32386505,Josep Casanovas i Puig
Q11928510,Josep Català i Rufà
Q16188440,Josep Cercós i Fransí
Q3810161,Josep Duran i Pejoán
Q17148082,Josep Font i Palmarola
Q73798211,Josep Llobet i Terricabres
Q3098833,Josep Maria Mestres i Quadreny
Q17301177,Josep Martí i Cristià
Q3571185,Josep Prades i Gallent
Q3184122,Josep Soler i Sardà
Q16173468,Josep Vicent Bàguena i Soler
Q699207,Joseph Anton Steffan
Q5566022,Joseph Barnby
Q1706833,Joseph Daussoigne-Méhul
Q733099,Joseph Drechsler
Q4158093,Joseph Gottlieb Dente
Q698074,Joseph Hellmesberger
Q214388,Joseph Horovitz
Q1707717,Joseph Noyon
Q3185554,Joseph Reveyron
Q1707889,Joseph Riepel
Q3182017,Joseph von Blumenthal
Q12026918,Josepha Duschek
Q45825712,Josephine Camille O'Meara
Q16149981,Josh Archibald-Seiffer
Q54932738,José Augusto Mannis
Q65038600,José Gregorio Escoriaza Leceta
Q20245207,José Juan Santesteban
Q112252418,José Martínez de Arce
Q16583483,José María Peris Polo
Q2280662,José María Usandizaga
Q20004429,José Miró i Anoria
Q12260738,José Sáinz Basabe
Q6540209,José Tragó
Q11686949,José Ximénez
Q18414392,Joséphine Martin
Q11867170,Jouko Linjama
Q6297584,Joyce Mekeel
Q10312486,João de Freitas Branco
Q346562,Juan Bautista Plaza
Q113660787,Juan Francisco Sayas
Q133895005,Juan Gallastegui
Q52433036,Juan Medina
Q6300593,Juan Navarro Hispalensis
Q18545659,Juan de Castro y Mallagaray
Q19818306,Jukka Jarvola
Q2389353,Jules Garcin
Q16647507,Jules Pillevestre
Q19507654,Julia Klumpke
Q6306862,Julia Woolf
Q11729025,Julian Gembalski
Q1712216,Julie von Webenau
Q346908,Julio Estrada
Q5763800,Julio Gómez García
Q585757,Julio Ituarte
Q510435,Julius Benedict
Q325295,Julius Buths
Q79036,Julius Epstein
Q4202624,Julius Ernst Christian Johannsen
Q77222,Julius Klengel
Q63745,Julius Rietz
Q688395,Julius Schulhoff
Q463105,Julius Weismann
Q121214817,Julián Martínez Díaz
Q56760532,Just Riddervold Lindeman
Q960452,Jānis Mediņš
Q1249540,Jēkabs Mediņš
Q3075062,Kaj Chydenius
Q11361292,Kan’ichi Shimofusa
Q22955373,Karel Candael
Q12028321,Karel Knittl
Q4334843,Karel Ondříček
Q3646534,Karel Stecker
Q108197508,Karen Tarlow
Q3193259,Karin Rehnqvist
Q4355102,Karl Flodin
Q64926,Karl Heinrich Barth
Q1731841,Karl Joseph Toeschi
Q18979872,Karl Mayrberger
Q560632,Karl Pohlig
Q2920145,Karl Rankl
Q61693,Karl Straube
Q549666,Karol Mikuli
Q104425762,Karol Mossakowski
Q104601003,Karoly Noszeda
Q23915564,Katarina Leyman
Q95347778,Kay Westermann
Q610434,Kazimierz Sikorski
Q549550,Kazimierz Wiłkomirski
Q1258949,Kees van Baaren
Q64995944,Kellow John Pye
Q6081094,Kemal İlerici
Q105099535,Kevin Baldwin
Q1620145,Kishio Hirao
Q96985,Klaus Pringsheim
Q3490104,Klement Slavický
Q5600153,Knut Bäck
Q5819974,Knut Håkanson
Q6202527,Knut Sönstevold
Q6240816,Knut Wiggen
Q11461237,Komatsu Kōsuke
Q12283550,Konstantin Iliev
Q2370296,Kor Kuiler
Q12725808,Kostas Cotsiolis
Q6433499,Kostas Kapnisis
Q122936089,Kostas Klavvas
Q52341212,Kryštof Mařatka
Q18223271,Kálmán Oláh
Q1056144,Károly Huber
Q1416117,Lambert Pietkin
Q4107873,Lars Johan Werle
Q1806147,Lars-Erik Rosell
Q46871625,Lars-Ove Börjesson
Q732252,Laurence Rosenthal
Q543336,Laurent Menager
Q12732004,Laurențiu Profeta
Q2107856,Lauri Hämäläinen
Q941939,Lazare Lévy
Q1340298,Lennart Lundberg
Q2988892,Leo Funtek
Q16639829,Leo Grill
Q6524172,Leo Rich Lewis
Q106813258,Leonard Liebling
Q16014175,Leonard Sarason
Q2023778,Leonid Nikolayev
Q1819444,Leonidas Zoras
Q94821008,Leopold Carl Wolf
Q695079,Leopold Jansa
Q2282069,Leopold Magenti i Chelvi
Q644483,Lev Oborin
Q4521653,Lev Shvarts
Q130322990,Levan Paliashvili
Q465256,Lili Kraus
Q292506,Lindsay Cooper
Q22815464,Lindsay Sloper
Q718637,Lionel Tertis
Q4887488,Liza Lehmann
Q3257501,Lleó Borrell
Q20242794,Lluís Arnau i Palomar
Q981481,Lluís Millet
Q11933697,Lluïsa Bosch i Pagès
Q105710807,Lodovico Fuga
Q2183193,Loek van der Leeden
Q3836946,Lorenzo Fago
Q3836967,Lorenzo Gibelli
Q3837056,Lorenzo Ratti
Q725197,Loreto Vittori
Q322323,Lothar Kempter
Q1349517,Louis Adam
Q962731,Louis Aubert
Q4494200,Louis Feuillard
Q433480,Louis Fourestier
Q1605392,Louis Homilius
Q4341199,Louis Pabst
Q18414696,Louis Thirion
Q1872001,Louis Thiry
Q1871385,Louis-Barthélémy Pradher
Q2477161,Louis-Pierre Norblin
Q28678230,Lourenço Ribeiro
Q17634412,Lourival Silvestre
Q3264560,Loïsa Puget
Q2424465,Luca Bati
Q3838707,Luciano Sampaoli
Q1726708,Lucie Robert-Diessel
Q6697001,Lucie Vellère
Q16635752,Lucien Garban
Q4188288,Ludmila Jeske-Choińska-Mikorska
Q942721,Ludovico Balbi
Q704992,Ludvig Norman
Q1703008,Luigi Antonio Sabbatini
Q1766160,Luigi Borghi
Q2754918,Luigi Mancinelli
Q1354053,Luigi Stefano Giarda
Q3840209,Luigi Torchi
Q107212436,Luis Bernardo Jalón
Q105442514,Luke Morse
Q21285662,Luke Winslow-King
Q10321372,Luís Costa
Q107850569,Lynette Westendorf
Q289763,László Erkel
Q15452169,László Gyimesi
Q3270417,Léo-Pol Morin
Q454109,Léon Boëllmann
Q118096,Léon Jongen
Q2263400,Maarten Bon
Q175462,Magnus F. Andersson
Q131593251,Mansour Awad
Q135580026,Manuel Ansola Unzueta
Q12392668,Manuel Balboa Rodríguez
Q5992616,Manuel Castillo
Q8962732,Manuel Correa
Q24054908,Manuel Mendizábal
Q11934978,Manuel Narro
Q1348129,Manuel Palau Boix
Q20005455,Manuel Quislant Botella
Q25444880,Manuel Rebelo
Q16266648,Marc Gagné
Q55681077,Marcel Dick
Q1382320,Marcel Landovski
Q17012522,Marcelle Soulage
Q1641210,Marcello Abbado
Q114942296,Marcelo Settimio
Q3098932,Marcial del Adalid y Gurréa
Q11935276,Marcià Albareda
Q134607193,Marcos Esteban de Castro
Q19257170,Margarida Orfila Tudurí
Q11935425,Maria Carratalà i Van den Wouver
Q60711120,Mariano Pérez Gutiérrez
Q456204,Marie Gabriel Augustin Savard
Q237139,Marie-Claire Alain
Q1356380,Marin Goleminov
Q11935556,Mario Labroca
Q47211621,Marius François Gaillard
Q2238279,Marius van 't Kruijs
Q6766892,Mark Brunswick
Q28039475,Mark Fromm
Q1900092,Mark Hambourg
Q1454572,Mark Lothar
Q109356509,Markos Alexiou
Q6772034,Marmaduke Barton
Q214019,Martin Krause
Q21474595,Martin Pantеleev
Q1356601,Martin Pierre Marsick
Q1739431,Martin Plüddemann
Q1905242,Martin Wegelius
Q127919560,Martín Guerrero
Q6781986,María Enma Botet Dubois
Q1645018,María Grever
Q3298428,Mateu Ferrer i Oller
Q437075,Mathilde Marchesi
Q1908732,Mathilde Verne
Q18648032,Matteo Palotta
Q320340,Matthew Dubourg
Q17505486,Maurice Jacobson
Q5762359,Mauro Godoy-Villalobos
Q78742,Max Deutsch
Q1723638,Max Donisch
Q106833139,Max Liebling
Q63560,Max Rudolf
Q327926,Maximilian Stadler
Q95071503,Maxmilian Koblížek
Q5983662,Melcher Melchers
Q11691917,Melchor Robledo
Q139948738,Melissa Wang
Q1357631,Mendi Mengjiqi
Q12880875,Menelaus Pallantios
Q17028954,Mercè Capdevila i Gaya
Q16334102,Meri Davitashvili
Q55622967,Michael Easton
Q1927572,Michael Gotthard Fischer
Q1928822,Michael Pamer
Q1515361,Michael Reudenbach
Q107654299,Michael Rook
Q6012920,Michael Zadora
Q73778,Michael von Biel
Q4074853,Michail Bagrinovskiy
Q3309277,Michel Ciry
Q313281,Michel Legrand
Q6836519,Michel Perrault
Q3856470,Michelangelo Vella
Q4160549,Michele Giuliani
Q3311304,Michele Puccini
Q20005930,Michele Saladino
Q11605964,Midori Hosokawa
Q1555144,Mieczysław Surzyński
Q124207659,Mieczysław Ziółkowski
Q28787996,Miguel Arregui y Trecet
Q47355565,Miguel Galiana Folqués
Q635449,Miguel Llobet
Q21094477,Miguel Marqués
Q2066236,Mihail Andricu
Q105989310,Mikel Urquiza
Q3506661,Mikuláš Schneider-Trnavský
Q12037216,Milan Iglo
Q6860991,Milton Barnes
Q104671825,Miquel Domènech i Español
Q1939469,Mitch Leigh
Q4482623,Mithat Fenmen
Q57385168,Mitya Stillman
Q15708059,Modest Serra i Gonzàlez
Q29347583,Montserrat Bellés
Q109870,Moritz Brosig
Q60908,Moritz Hauptmann
Q4293780,Moritz Mildner
Q59327572,Moritz Schön
Q213772,Moriz Rosenthal
Q67936030,Morris Goldenberg
Q152043,Mstislav Rostropovich
Q278813,Myroslav Skoryk
Q2609096,Nancy Storace
Q1356212,Napoléon Henri Reber
Q436169,Narciso Yepes
Q1390375,Narcisse Girard
Q11938387,Narcís Bonet
Q12843513,Nargiz Shafiyeva
Q2607668,Natale Abbadia
Q107710673,Natalia Boyeva
Q55214796,Natalia Pravosudovich
Q243072,Natalie Curtis
Q434055,Nathan Milstein
Q20504798,Nelly Enger
Q6990246,Nelly Moretto
Q2344759,Nemesio Otaño
Q518400,Netty Simons
Q28037918,Nicholas Bentz
Q7027858,Nick Sackman
Q3876177,Nicola D'Arienzo
Q708209,Nicola Sala
Q1353016,Nicola Vaccai
Q2171427,Nicolas Couperin
Q3327238,Nicolas Goupillet
Q739922,Nicolas Zourabichvili
Q7030288,Nicolino Pellegrini
Q100139495,Nicolò Massa
Q457378,Niels Peter Jensen
Q1990366,Nikki Iles
Q11792067,Nikodem Biernacki
Q16533745,Nikolai Amani
Q4223338,Nikolai Klenovski
Q1268922,Nikolai Rakov
Q28778526,Nikolai Romanovich Bakaleynikov
Q311791,Nikolai Rubinstein
Q2717812,Nikolai Zaremba
Q553959,Nikolai Zverev
Q16330524,Nikolaos Astrinidis
Q1739030,Nikolaus Bleyer
Q969905,Nikolay Sokolov
Q110184717,Nikos Drelas
Q18572711,Nikos Kypourgos
Q56479089,Nil Parent
Q5717030,Nils Eriksson
Q17119912,Nils Larsen
Q1992470,Nils Vigeland
Q706881,Nils-Eric Fougstedt
Q11457729,Nobuo Terahara
Q1612795,Norbert von Hannenheim
Q3343806,Norman O'Neill
Q1862308,Näcip Cihanof
Q674655,Odile Pierre
Q5993116,Olallo Morales
Q2018189,Olav Ehala
Q5969124,Ole Lützow-Holm
Q3046337,Ole Schmidt
Q7086570,Olga Gorelli
Q3350822,Olivier Bernard
Q16632958,Olov Franzén
Q2023310,Omer Létourneau
Q4172990,Orest Evlakhov
Q29171713,Oscar Bettison
Q269381,Oscar Raif
Q67875,Oskar Fried
Q84647,Oskar Sala
Q3662916,Osmo Lindeman
Q1382392,Osmo Vänskä
Q726973,Otakar Ševčík
Q12043222,Otakar Šín
Q15074624,Otar Tevdoradze
Q20006143,Ottavio Catalani
Q6244182,Otto Daniel Winge
Q108780852,Otto Janowitz
Q2039537,Otto Kitzler
Q572446,Otto Neitzel
Q957921,Palmira Jaquetti i Isant
Q27995024,Pantaléon Battu
Q1670362,Paolo Serrao
Q42420137,Pascual Aldave Rodríguez
Q2055672,Pasquale Bini
Q125523321,Patsy Rogers
Q3370629,Paul Berthier
Q3370689,Paul Bonneau
Q122739917,Paul Booth
Q3898052,Paul Fetler
Q7151231,Paul Hellmuth
Q2060332,Paul Höffer
Q322752,Paul Müller-Zürich
Q85274,Paul Pisk
Q3372134,Paul Rougnon
Q954386,Paul Steinitz
Q1460425,Paul Vidal
Q4230337,Paul de Conne
Q122998,Pauline Viardot
Q1355527,Pavel Křížkovský
Q572124,Pavel Pabst
Q78797,Pavel Vranický
Q4192221,Pavel Zinovyev
Q47457045,Pavol Šimai
Q7159480,Pedro Blanco López
Q24942922,Pedro Fernández de Castilleja
Q2385401,Pedro Ruimonte
Q10347861,Pedro de Freitas Branco
Q4111482,Per Winge
Q279059,Percy Goetschius
Q7167392,Percy Hilder Miles
Q7167574,Percy Sherwood
Q18917209,Percy Turnbull
Q19301583,Pere Serra i Gonzàlez
Q100348697,Periklis Koukos
Q7172956,Peter Brewis
Q7174199,Peter Gellhorn
Q28529366,Peter K. Winkler
Q12044842,Petr Fiala
Q457169,Petr Kotik
Q34739941,Petr Petrovich Evstafʹev
Q650161,Philip Jarnach
Q2087022,Philipp Schmutzer
Q7184697,Philipp Stolle
Q3379761,Philippe Dubois
Q3380040,Philippe Hurel
Q3380223,Philippe Leroux
Q47543576,Philippos Tsalahouris
Q121597196,Phédora Pierret
Q2092710,Pier Giuseppe Sandoni
Q512197,Pierre Baillot
Q127018,Pierre Mercure
Q426235,Pierre Sancan
Q2451644,Pierre Segond
Q338195,Pierre Villette
Q578480,Pierre-Jean Garat
Q1348126,Pierre-Joseph-Guillaume Zimmermann
Q1374725,Pietro Andrea Ziani
Q3904094,Pietro Morandi
Q3904181,Pietro Pompeo Sales
Q21127038,Pietro Ray
Q1780895,Piotr Perkowski
Q104502059,Piotr Warzecha
Q1313182,Polibio Fumagalli
Q47507735,Pompeo Natali
Q12332120,Poul Birkelund
Q2443056,Prosper Sainton
Q113484550,Pyotr Danilchenko
Q109483563,Q109483563
Q137240785,Q137240785
Q193645,Quincy Jones
Q7273889,R. O. Morris
Q122740030,Rachel S. Clement
Q6097683,Rafael Mitjana y Gordón
Q3417331,Raffaele D’Alessandro
Q16373519,Rahila Hasanova
Q2127710,Raimo Kangro
Q1324481,Ramon Zupko
Q47139992,Ramteen Sazegari
Q1350076,Ramón Carnicer
Q15973497,Raoul Bardac
Q2131266,Raoul Laparra
Q2134206,Raymond Loucheur
Q53526246,Regina Benavente
Q1560881,Renato De Grandis
Q2144468,Renzo Rinaldo Bossi
Q2144566,René Challan
Q7313753,René Lenormand
Q3427031,René de Castéra
Q4252380,Rezo Lagidze
Q107156280,Rhonda Berry
Q554188,Ricard Viñes
Q2057877,Ricardo Olmos Canet
Q7322861,Ricardo Zohn-Muldoon
Q4065295,Richard Andersson
Q7324338,Richard Brind
Q7324433,Richard Buhlig
Q107468,Richard Burmeister
Q15485148,Richard Hall
Q7326912,Richard Johnston
Q4395080,Richard Robert
Q3431248,Richard Stöhr
Q4465571,Richard Toop
Q463477,Richard Wüerst
Q290788,Richard Zeckwer
Q464855,Richie Beirach
Q1274506,Rinaldo di Capua
Q108893,Rio Gebhardt
Q16180580,Rita Brondi
Q122740070,Robbie Ellis
Q558846,Robert Casadesus
Q78606,Robert Fuchs
Q72123,Robert Heger
Q708902,Robert Kajanus
Q7346261,Robert Kapilow
Q2158341,Robert Nathaniel Dett
Q4444837,Robert Prescott Stewart
Q92140,Robert Radecke
Q7349753,Robert Sherlaw Johnson
Q75451,Robert Teichmüller
Q54440209,Roberto Brambilla
Q1628125,Roberto Caamaño
Q3938913,Roberto Lupi
Q194007,Robin Mallapert
Q2031177,Rodolfo Haffter
Q7358333,Roger Henrichsen
Q1706827,Roger Matton
Q16222679,Roger Pénau
Q507030,Rogier Michael
Q526993,Roman Haubenstock-Ramati
Q7362184,Roman Simovych
Q464528,Roman Statkowski
Q50162039,Romano Micheli
Q20006537,Romuald Zientarski
Q7367048,Rosa García Ascot
Q323394,Ross Lee Finney
Q111499435,Roza Romm
Q949673,Roza Tamarkina
Q16116430,Ruben Radica
Q321954,Rudolf Dittrich
Q2142506,Rudolf Firkušný
Q48363,Rudolf Friml
Q55677196,Rudolf Petzold
Q7381883,Russell Woollen
Q4935182,Ruth Almén
Q9324689,Ryszard Gabryś
Q17361712,Róbert Károly
Q31193543,S. Mukhamedzhanov
Q16328059,Sakis Papadimitriou
Q1991887,Salix Säydäşef
Q125725509,Salvador Gea Bañuls
Q9073046,Salvador Moreno Manzano
Q722432,Sam Rivers
Q3470790,Sami Shawa
Q7409844,Sammy Timberg
Q1379741,Samuel Arnold
Q2218144,Samuel David
Q117405046,Samuel Liégeon
Q746420,Samuel Sebastian Wesley
Q19841713,Samuel Zyman
Q1836542,Samuel de Lange sr.
Q3471313,Samy Moussa
Q101016285,Sandesh Nagaraj
Q2220978,Sandra Drouker
Q131631940,Sante Naldini
Q48963838,Santiago Riera
Q3949447,Santino Garsi da Parma
Q4990297,Sara Wennerberg-Reuter
Q6122109,Saturnino del Fresno Arroyo
Q91473139,Scipione della Palla
Q2260860,Scott Fields
Q7442363,Sebastian Bach Mills
Q7442551,Sebastian Westcott
Q2420577,Semyon Bogatyrev
Q27732062,Semyon Viktorovich Panchenko
Q11893014,Seppo Pohjola
Q345256,Serge Garant
Q108453669,Sergey Pavlovich Dobrovolsky
Q165671,Sergiu Celibidache
Q7456441,Seth Bingham
Q12845639,Sevda Ibrahimova
Q16885640,Seymour Shifrin
Q4309226,Shalva Mshvelidze
Q7494143,Shena Fraser
Q106308709,Shih-Wei Lo
Q62376,Siegfried Wilhelm Dehn
Q12740819,Sigismund Toduță
Q20665628,Silvia Fómina
Q526296,Simone Plé-Caussade
Q7542456,Sláva Vorlová
Q125096508,Sofia Avramidou
Q12383840,Sofía Martínez
Q21120155,Sonya Belousova
Q66818,Sophie Menter
Q3968187,Stanislao Falchi
Q434726,Stanislao Mattei
Q961581,Stanisław Skrowaczewski
Q1347993,Stavros Xarchakos
Q526056,Stefan Bolesław Poradowski
Q138427684,Stefan Łubieński
Q16710693,Stefania Pavlyshyn
Q1807561,Sten Broman
Q16400117,Stepan Demuryan
Q555485,Stephan Krehl
Q2344509,Stephen A. Emery
Q16016536,Stephen Lucky Mosko
Q2349362,Stig Gustav Schönberg
Q3502143,Stéphane de Gérando
Q10855124,Sukhi Kang
Q11894654,Sulho Ranta
Q9080702,Susana Baron Supervielle
Q15407333,Suzanne Sohet
Q5782892,Sven Hagvil
Q5885124,Sven-Eric Johanson
Q12337949,Svend Hvidtfelt Nielsen
Q61070736,Szabolcs Mátyássy
Q964782,Tadeusz Szeligowski
Q2387372,Tadeáš Salva
Q61314503,Takis Farazis
Q1586586,Taras Yachshenko
Q111983376,Tarmo Peltokoski
Q2916885,Tauno Hannikainen
Q66088158,Telesforo Righi
Q131551495,Thanos Margetis
Q1764820,Theodor Döhler
Q706082,Theodor Kullak
Q1547477,Theodor Rogalski
Q152388,Theodor W. Adorno
Q67292410,Therese Kling
Q2422110,Thomas Attwood
Q97486175,Thomas Hell
Q1545662,Thomas Kessler
Q122909341,Thomas Kientz
Q64220807,Thomas Lacôte
Q1344992,Thomas Laub
Q20006658,Thomas Whitney Surette
Q3364096,Thorvald Aagaard
Q2430552,Théodore Ritter
Q8311659,Théophile Semet
Q64362035,Tiberio Natalucci
Q138496,Timofiy Bilohradsky
Q105974634,Timotheos Xanthopoulos
Q607368,Tobias Matthay
Q882116,Tobias Michael
Q2399466,Tofig Guliyev
Q3768238,Tomaso Cimello
Q1767931,Tomasz Napoleon Nidecki
Q1558998,Tommaso Bernardo Gaffi
Q92902387,Tommaso Predieri
Q82787157,Tomás Micieces
Q1347677,Tony Aubin
Q5543868,Tor Ahlberg
Q3467545,Trygve Madsen
Q363805,Tugdual Menon
Q463708,Ulysses Kay
Q4143005,Vadym Homoliaka
Q1527717,Valdo Sciammarella
Q3553592,Valentin Neuville
Q15486048,Vanraj Bhatia
Q19205139,Vasilios Teofanus
Q129988665,Vasilis Dellios
Q505045,Vasily Zolotarev
Q56310080,Vera Petrovna Gerchik
Q11954618,Vicent Ripollès i Pérez
Q2521948,Vicente Emilio Sojo
Q19301983,Vicenç Maria de Gibert i Serra
Q16173214,Victor Babin
Q706096,Victor Dourlen
Q1382004,Victor Massé
Q4497382,Victor von Herzfeld
Q24642071,Viktor Trambitsky
Q6079614,Vilhelm Rosenberg
Q2526266,Vilma von Webenau
Q1357733,Vilém Petrželka
Q95390731,Vilém Steinman
Q2526825,Vincenzo Amato
Q2526926,Vincenzo Lavigna
Q28018039,Vincenzo Parabosco
Q1981354,Vincenzo Scaramuzza
Q448614,Virgilio Mortari
Q7934272,Virginia Gabriel
Q2528697,Vito Frazzi
Q4384503,Vladimir Pukhalsky
Q7938931,Vladislav Zolotaryov
Q7940565,Volodymyr Flys
Q12161153,Volodymyr Tylyk
Q1639391,Vsevolod Zaderatsky
Q961063,Väinö Raitio
Q1972763,Wal-Berg
Q556980,Waldo de los Ríos
Q7962736,Wallace Arthur Sabin
Q94277532,Wallace Goodrich
Q18954633,Walter Cecil Macfarren
Q630611,Walter Courvoisier
Q61028,Walter Gieseking
Q2544532,Walter Gronostay
Q7965680,Walter Morse Rummel
Q1992128,Walter Parratt
Q2388568,Walter Susskind
Q2552096,Wassily Sapellnikoff
Q1436967,Werner Hübschmann
Q738316,Wesley LaViolette
Q329655,Whitney Eugene Thayer
Q743111,Wiktor Każyński
Q1413361,Wilfried Hiller
Q60256,Wilhelm Backhaus
Q4485111,Wilhelm Fitzenhagen
Q72483,Wilhelm Friedrich Wieprecht
Q19544736,Wilhelm Hanser
Q5798123,Wilhelm Heintze
Q55897285,Wilhelm Heiser
Q8002219,Wilhelm Kuhe
Q4274784,Wilhelm Mayer
Q455388,Wilhelm Rust
Q122277,Wilhelm Speidel
Q1364373,Wilhelm Würfel
Q739583,Will Marion Cook
Q540896,Willem Kes
Q2105585,Willem Nicolaï
Q3209532,William Arms Fisher
Q718709,William Crotch
Q16169825,William Dayas
Q2798389,William G. Whittaker
Q24088318,William Henry Holmes
Q2484851,William L. Dawson
Q321967,William Mason
Q16203699,William Smyth Rockstro
Q1773956,"Willie ""The Lion"" Smith"
Q70128,Willy Hess
Q2094426,Witold Maliszewski
Q740641,Witold Małcużyński
Q443519,Wojciech Żywny
Q67025,Woldemar Bargiel
Q55674701,Wolfgang Fraenkel
Q1391004,Władysław Żeleński
Q2000671,Władysława Markiewiczówna
Q1714220,Xavier Benguerel
Q544223,Xavier Darasse
Q323589,Xavier Leroux
Q8047116,Yakiv Stepovy
Q1254772,Yannis Ioannidis
Q701340,Yevsevii Mandychesvky
Q99618787,Yiğit Kolat
Q13375012,Yorgos Sicilianos
Q4106036,Yuliya Veysberg
Q963055,Yuri Shaporin
Q8330196,Yves Castagnet
Q2602216,Yves Devernay
Q18002124,Yves Ramette
Q235500,Yvonne Loriod
Q41885446,Yvonne Van den Berghe
Q168092,Zbigniew Karkowski
Q169038,Zdeněk Nejedlý
Q189681,Zeno Vancea
Q2911264,Zenobia Powell Perry
Q12121568,shtvan Ferentsovich Marton
Q105771388,Ádám Brandenburg
Q26996133,Ángel Oliver Pina
Q274598,Éliane Richepin
Q275060,Émile Durand
Q286062,Émile Jaques-Dalcroze
Q286011,Émile Jonas
Q286294,Émile Paladilhe
Q286566,Émile Vuillermoz
Q3591374,Éric Tanguy
Q14615020,Þorkell Sigurbjörnsson
Q12096217,Глушков Петро Тарасович
Q110617067,Коган Олександр Лазарович
Q425621,Сальвадор Виньегра
Q97274399,Самуил Вульфович Ратнер
Q124255172,Франческо Беллаци
Q782666,Хулиан Аркас
