article,name,birth,death,nationality,notable_20th_century_works,comment,era
Cathy_Berberian,Cathy Berberian,1925,1983,Armenian-American,Stripsody,avant-garde,20th-century classical
Luciano_Berio,Luciano Berio,1925,2003,Italian,Sequenza; Sinfonia,"avant-garde, polystylism",20th-century classical
Edith_Borroff,Edith Borroff,1925,2019,American,,,20th-century classical
André_Boucourechliev,André Boucourechliev,1925,1997,French,,,20th-century classical
Pierre_Boulez,Pierre Boulez,1925,2016,French,Le marteau sans maître; …explosante-fixe…; Répons,"avant-garde, serialism, aleatory, polystylism",20th-century classical
Tristram_Cary,Tristram Cary,1925,2008,English-Australian,,,20th-century classical
Charles_Chaynes,Charles Chaynes,1925,2016,French,,,20th-century classical
Aldo_Clementi,Aldo Clementi,1925,2011,Italian,,,20th-century classical
Andrei_Eshpai,Andrei Eshpai,1925,2015,Russian,,,20th-century classical
Cromwell_Everson,Cromwell Everson,1925,1991,South African,,,20th-century classical
Jindřich_Feld,Jindřich Feld,1925,2007,Czech,,,20th-century classical
Eloy_Fominaya,Eloy Fominaya,1925,2002,American,,,20th-century classical
Fernando_González_Casellas,Fernando González Casellas,1925,1998,Argentine,,,20th-century classical
Ron_Goodwin,Ron Goodwin,1925,2003,British,New Zealand Suite,best known as a composer of film scores,20th-century classical
Clytus_Gottwald,Clytus Gottwald,1925,,German,,,20th-century classical
Manos_Hatzidakis,Manos Hatzidakis,1925,1994,Greek,,,20th-century classical
Svatopluk_Havelka,Svatopluk Havelka,1925,2009,Czech,,,20th-century classical
Bertold_Hummel,Bertold Hummel,1925,2002,German,,,20th-century classical
Ginette_Keller,Ginette Keller,1925,,French,,,20th-century classical
Giselher_Klebe,Giselher Klebe,1925,2009,German,,,20th-century classical
Gerard_Kockelmans,Gerard Kockelmans,1925,1965,Dutch,,,20th-century classical
Włodzimierz_Kotoński,Włodzimierz Kotoński,1925,2014,Polish,"Concerto per quattro, for piano, harpsichord, guitar, harp, and orchestra",,20th-century classical
Frank_Lewin,Frank Lewin,1925,2008,American,,,20th-century classical
Teo_Macero,Teo Macero,1925,2008,American,One and Three Quarters,"microtonal, jazz-influenced",20th-century classical
Kiril_Makedonski,Kiril Makedonski,1925,1984,Macedonian,"five symphonies, two ballets, two symphonic poems, choral music and songs",,20th-century classical
Ivo_Malec,Ivo Malec,1925,2019,French,Cantate pour elle; Dodecameron; Lumina,,20th-century classical
Kirke_Mechem,Kirke Mechem,1925,,American,"four operas (Tartuffe), two symphonies, choral music",,20th-century classical
Miroslav_Miletić,Miroslav Miletić,1925,2018,Croatian,,,20th-century classical
Nguyễn_Văn_Quỳ,Nguyễn Văn Quỳ,1925,,Vietnamese,,,20th-century classical
Julián_Orbón,Julián Orbón,1925,1991,Spanish/Cuban,Three Symphonic Versions,,20th-century classical
Michel_Philippot,Michel Philippot,1925,1996,French,,,20th-century classical
Hans-Hubert_Schönzeler,Hans-Hubert Schönzeler,1925,1997,German-born Australian,,,20th-century classical
Gunther_Schuller,Gunther Schuller,1925,2015,American,,jazz-influence; Third Stream,20th-century classical
Vladimir_Shainsky,Vladimir Shainsky,1925,2017,Russian,,,20th-century classical
Hale_Smith,Hale Smith,1925,2009,American,,,20th-century classical
Claudio_Spies,Claudio Spies,1925,2020,Chilean-American,,,20th-century classical
Ernie_Stires,Ernie Stires,1925,2008,American,,,20th-century classical
Boris_Tchaikovsky,Boris Tchaikovsky,1925,1996,Russian,,,20th-century classical
Mikis_Theodorakis,Mikis Theodorakis,1925,,Greek,Symphony No. 7; Kata Saddukaion Pathi (Sadducean-Passion),also composer of popular songs and film scores including Zorba the Greek; Serpico,20th-century classical
Sulkhan_Tsintsadze,Sulkhan Tsintsadze,1925,1991,Georgian,,,20th-century classical
Vladimir_Vavilov_(composer),Vladimir Vavilov,1925,1973,Russian,,,20th-century classical
Paul_W._Whear,Paul W. Whear,1925,,American,Catharsis Suite for orchestra; Lancaster Overture for orchestra; Catskill Legend for band,,20th-century classical
Sergei_Agababov,Sergei Agababov,1926,1959,Russian,,,20th-century classical
Herbert_H._Ágústsson,Herbert H. Ágústsson,1926,2017,Icelandic,,,20th-century classical
Garbis_Aprikian,Garbis Aprikian,1926,,Armenian,,,20th-century classical
Rodolfo_Arízaga,Rodolfo Arízaga,1926,1985,Argentine,,,20th-century classical
John_Bevan_Baker,John Bevan Baker,1926,1994,British,Suite for Piano; The Seer (opera),,20th-century classical
Edward_Bland,Edward Bland,1926,2013,American,,,20th-century classical
Brian_Bonsor,Brian Bonsor,1926,2011,Scottish,,,20th-century classical
Modesta_Bor,Modesta Bor,1926,1998,Venezuelan,,,20th-century classical
Brian_Brockless,Brian Brockless,1926,1995,English,,,20th-century classical
Earle_Brown,Earle Brown,1926,2002,American,December 1952; Available Forms I & II,open form; graphic notation,20th-century classical
Louis_Calabro,Louis Calabro,1926,1991,American,,,20th-century classical
Edwin_Carr_(composer),Edwin Carr,1926,2003,New Zealander,,,20th-century classical
Jacques_Castérède,Jacques Castérède,1926,2014,French,,,20th-century classical
Friedrich_Cerha,Friedrich Cerha,1926,,Austrian,Spiegel,,20th-century classical
Janine_Charbonnier,Janine Charbonnier,1926,,French,,,20th-century classical
Barney_Childs,Barney Childs,1926,2000,American,,"extended technique, improvisation, indeterminacy",20th-century classical
Eregzengiin_Choidog,Eregzengiin Choidog,1926,1988,Mongolian,,,20th-century classical
Jani_Christou,Jani Christou,1926,1970,Greek,"Mysterion, Praxis for 12","atonality, meta-serialism,[clarification needed] improvisation",20th-century classical
Francis_Dhomont,Francis Dhomont,1926,,French,,,20th-century classical
Manuel_Enríquez,Manuel Enríquez,1926,1994,Mexican,,,20th-century classical
Franco_Evangelisti_(composer),Franco Evangelisti,1926,1980,Italian,Incontri di fasce sonore,electronic music,20th-century classical
Morton_Feldman,Morton Feldman,1926,1987,American,"Rothko Chapel, String Quartet No. 2",,20th-century classical
Carlisle_Floyd,Carlisle Floyd,1926,,American,Susannah; Wuthering Heights; Of Mice and Men,,20th-century classical
Kenneth_Gaburo,Kenneth Gaburo,1926,1993,American,The Flow of (u),,20th-century classical
Čestmír_Gregor,Čestmír Gregor,1926,2011,Czech,,,20th-century classical
Eric_Gross,Eric Gross,1926,2011,Austrian-Australian,,,20th-century classical
Hans_Werner_Henze,Hans Werner Henze,1926,2012,German,Ondine,polystylism,20th-century classical
Lee_Hoiby,Lee Hoiby,1926,2011,American,,,20th-century classical
Zhun_Huang_(composer),Zhun Huang,1926,,Chinese,,,20th-century classical
Ben_Johnston_(composer),Ben Johnston,1926,2019,American,"Sonata for Microtonal Piano; String Quartet No. 4 (Variations on ""Amazing Grace"")",microtonal music,20th-century classical
Betsy_Jolas,Betsy Jolas,1926,,French,,,20th-century classical
Werner_Kaegi_(composer),Werner Kaegi,1926,,Swiss,,electronic music,20th-century classical
Melinda_Kistétényi,Melinda Kistétényi,1926,1999,Hungarian,,,20th-century classical
Gottfried_Michael_Koenig,Gottfried Michael Koenig,1926,,German-Dutch,Project 1,"computer music, electronic music",20th-century classical
Karl_Kohn,Karl Kohn,1926,,American,,,20th-century classical
Oldřich_František_Korte,Oldřich František Korte,1926,2014,Czech,Concerto Grosso,"neo-classicism, expressionist, neo-romantic",20th-century classical
Meyer_Kupferman,Meyer Kupferman,1926,2003,American,,,20th-century classical
György_Kurtág,György Kurtág,1926,,Hungarian,Játékok,,20th-century classical
Doming_Lam,Doming Lam,1926,,Chinese,,,20th-century classical
John_Lambert_(composer),John Lambert,1926,1995,British,,,20th-century classical
Celso_Garrido_Lecca,Celso Garrido Lecca,1926,,Peruvian,,,20th-century classical
Ton_de_Leeuw,Ton de Leeuw,1926,1996,Dutch,,,20th-century classical
George_Martin,George Martin,1926,2016,English,,,20th-century classical
Maria_de_Lourdes_Martins,Maria de Lourdes Martins,1926,2009,Portuguese,,,20th-century classical
Janez_Matičič,Janez Matičič,1926,,Slovenian,,,20th-century classical
Hans_Otte,Hans Otte,1926,2007,German,,,20th-century classical
Carmen_Petra-Basacopol,Carmen Petra-Basacopol,1926,,Romanian,,,20th-century classical
Claire_Polin,Claire Polin,1926,1995,American,,,20th-century classical
Marga_Richter,Marga Richter,1926,2020,American,"Concerto for Piano and Violas, Cellos and Basses",,20th-century classical
William_Schmidt_(composer),William Schmidt,1926,2009,American,,,20th-century classical
Bill_Smith_(jazz_musician),William O. Smith,1926,2020,American,Concerto for Jazz Soloist and Orchestra,jazz-influenced; serialism; avant-garde,20th-century classical
Kurt-Heinz_Stolze,Kurt-Heinz Stolze,1926,1970,German,,,20th-century classical
Natela_Svanidze,Natela Svanidze,1926,,Georgian,,,20th-century classical
Cornel_Trăilescu,Cornel Trăilescu,1926,2019,Romanian,,,20th-century classical
David_Tudor,David Tudor,1926,1996,American,,,20th-century classical
Anatol_Vieru,Anatol Vieru,1926,1998,Romanian,"Concerto for violin, cello and orchestra; seven symphonies; eight string quartets",modality,20th-century classical
Robert_Wykes,Robert Wykes,1926,,American,,,20th-century classical
Rolv_Yttrehus,Rolv Yttrehus,1926,2018,American,,,20th-century classical
Aleksandr_Zatsepin,Aleksandr Zatsepin,1926,,Russian,,,20th-century classical
Marilyn_J._Ziffrin,Marilyn J. Ziffrin,1926,2018,American,,,20th-century classical
André_Almuró,André Almuró,1927,2009,French,,,20th-century classical
W._D._Amaradeva,W. D. Amaradeva,1927,2016,Sri Lankan,,,20th-century classical
Paul_Angerer,Paul Angerer,1927,2017,Austrian,,,20th-century classical
John_Beckwith_(composer),John Beckwith,1927,,Canadian,,,20th-century classical
Pascal_Bentoiu,Pascal Bentoiu,1927,2016,Romanian,,,20th-century classical
Josef_Berg,Josef Berg,1927,1971,Czech,,,20th-century classical
Joseph_Castaldo,Joseph Castaldo,1927,2000,American,,,20th-century classical
Asger_Lund_Christiansen,Asger Lund Christiansen,1927,1998,Danish,,neoclassicism,20th-century classical
Dolores_Claman,Dolores Claman,1927,,Canadian,,,20th-century classical
John_Diercks,John Diercks,1927,,American,,,20th-century classical
Emma_Lou_Diemer,Emma Lou Diemer,1927,,American,,,20th-century classical
Franco_Donatoni,Franco Donatoni,1927,2000,Italian,,,20th-century classical
John_W._Downey,John W. Downey,1927,2004,American,,,20th-century classical
Donald_Erb,Donald Erb,1927,2008,American,Concerto for Trombone and Orchestra; Concerto for Violin and Orchestra,"jazz-influenced, aleatory, electronic music, eclectic",20th-century classical
Pierre_Henry,Pierre Henry,1927,2017,French,Symphonie pour un homme seul,musique concrète,20th-century classical
Elaine_Hugh-Jones,Elaine Hugh-Jones,1927,,Welsh,,,20th-century classical
Wilfred_Josephs,Wilfred Josephs,1927,1997,English,,,20th-century classical
John_Joubert_(composer),John Joubert,1927,2019,English,,,20th-century classical
Wilhelm_Killmayer,Wilhelm Killmayer,1927,2017,German,"Sinfonia I–III, Song cycles",,20th-century classical
Osvaldo_Lacerda,Osvaldo Lacerda,1927,2011,Brazilian,,,20th-century classical
Vlastimil_Lejsek,Vlastimil Lejsek,1927,2010,Czech,,,20th-century classical
Bernhard_Lewkovitch,Bernhard Lewkovitch,1927,,Danish,,,20th-century classical
Janet_Maguire,Janet Maguire,1927,,Austrian,,,20th-century classical
Richard_Maxfield,Richard Maxfield,1927,1969,American,,,20th-century classical
Ștefan_Niculescu,Ștefan Niculescu,1927,2010,Romanian,Ison II,,20th-century classical
Bernard_Parmegiani,Bernard Parmegiani,1927,2013,French,,electronic or acousmatic music,20th-century classical
Wayne_Peterson,Wayne Peterson,1927,,American,"The Face of the Night, the Heart of the Dark","electro-acoustic, and electronic music",20th-century classical
Witold_Szalonek,Witold Szalonek,1927,2001,Polish,,,20th-century classical
William_Ennis_Thomson,William Ennis Thomson,1927,,American,,,20th-century classical
George_Balch_Wilson,George Balch Wilson,1927,,American,,,20th-century classical
Thomas_Wilson_(composer), Thomas Wilson,1927,2001,Scottish,,,20th-century classical
Çesk_Zadeja,Çesk Zadeja,1927,1997,Albanian,,,20th-century classical
Margrit_Zimmermann,Margrit Zimmermann,1927,2020,Swiss,,,20th-century classical
Samuel_Adler_(composer),Samuel Adler,1928,,American (German-born),,,20th-century classical
Luna_Alcalay,Luna Alcalay,1928,2012,Austrian,,,20th-century classical
Ruth_Anderson_(composer),Ruth Anderson,1928,2019,American,,,20th-century classical
Tadeusz_Baird,Tadeusz Baird,1928,1981,Polish,,,20th-century classical
Jean_Barraqué,Jean Barraqué,1928,1973,French,"Piano Sonata, Chant après chant",serialism,20th-century classical
Lubor_Bárta,Lubor Bárta,1928,1972,Czech,"Piano Trio in C Major, Concertino for trombone and piano",,20th-century classical
Frank_Bencriscutto,Frank Bencriscutto,1928,1997,American,Concerto Grosso for saxophone quartet and band,concert band music,20th-century classical
Euel_Box,Euel Box,1928,2017,American,,,20th-century classical
Vitaly_Bujanovsky,Vitaly Bujanovsky,1928,1993,Russian,,,20th-century classical
Jean-Michel_Damase,Jean-Michel Damase,1928,2013,French,,,20th-century classical
George_Dreyfus,George Dreyfus,1928,,French,,,20th-century classical
Jacob_Druckman,Jacob Druckman,1928,1996,American,Windows,,20th-century classical
Du_Mingxin,Du Mingxin,1928,,Chinese,,,20th-century classical
Judith_Dvorkin,Judith Dvorkin,1928,1995,American,,,20th-century classical
David_Farquhar,David Farquhar,1928,2007,New Zealander,"A Unicorn for Christmas, Ring Round the Moon",neoclassicism,20th-century classical
Nicolas_Flagello,Nicolas Flagello,1928,1994,American,,Neoclassicism,20th-century classical
Valentin_Gheorghiu,Valentin Gheorghiu,1928,,Romanian,,,20th-century classical
Otar_Gordeli,Otar Gordeli,1928,1994,Georgia,,,20th-century classical
Beverly_Grigsby,Beverly Grigsby,1928,,American,,,20th-century classical
Guo_Zurong,Guo Zurong,1928,,Chinese,,,20th-century classical
Bengt_Hambraeus,Bengt Hambraeus,1928,2000,Swedish,,,20th-century classical
Robert_Helps,Robert Helps,1928,2001,American,,,20th-century classical
Frigyes_Hidas,Frigyes Hidas,1928,2007,Hungarian,,,20th-century classical
Miloslav_Ištvan,Miloslav Ištvan,1928,1990,Czech,,,20th-century classical
Karl_Korte,Karl Korte,1928,,American,,,20th-century classical
Bidzina_Kvernadze,Bidzina Kvernadze,1928,2010,Georgian,,,20th-century classical
Kamilló_Lendvay,Kamilló Lendvay,1928,2016,Hungarian,,,20th-century classical
Henk_van_Lijnschooten,Henk van Lijnschooten,1928,2006,Dutch,,,20th-century classical
Zdeněk_Lukáš,Zdeněk Lukáš,1928,2007,Czech,,,20th-century classical
Ennio_Morricone,Ennio Morricone,1928,2020,Italian,,"also a composer of film music: Once Upon a Time in America; The Mission; The Good, the Bad and the Ugly; A Fistful of Dollars; Once Upon a Time in the West",20th-century classical
Diether_de_la_Motte,Diether de la Motte,1928,2010,German,"operas, orchestra, chamber",,20th-century classical
Thea_Musgrave,Thea Musgrave,1928,,Scottish,,,20th-century classical
Jorge_Peña_Hen,Jorge Peña Hen,1928,1973,Chilean,,,20th-century classical
Thomas_Rajna,Thomas Rajna,1928,,Hungarian,,,20th-century classical
Einojuhani_Rautavaara,Einojuhani Rautavaara,1928,2016,Finnish,"Cantus Arcticus; Symphony No. 7 ""Angel of Light""; Piano Concerto No. 3 ""The Gift of Dreams""",,20th-century classical
Ronald_Stevenson,Ronald Stevenson,1928,2015,British,,,20th-century classical
Karlheinz_Stockhausen,Karlheinz Stockhausen,1928,2007,German,"Kontra-Punkte; Gesang der Jünglinge; Klavierstücke; Gruppen; Kontakte; Hymnen; Stimmung; Mantra; Tierkreis; Inori, first six operas of the Licht cycle","avant-garde, electronic music, serialism, aleatory, intuitive music, formula composition, polystylism",20th-century classical
Jay_Sydeman,Jay Sydeman,1928,,American,,,20th-century classical
Peter_Tahourdin,Peter Tahourdin,1928,2009,English-born Australian,,,20th-century classical
Tommy_Tycho,Tommy Tycho,1928,2013,Hungarian-Australian,,,20th-century classical
Raymond_Warren,Raymond Warren,1928,,British,,,20th-century classical
Nikolla_Zoraqi,Nikolla Zoraqi,1928,1991,Albanian,,,20th-century classical
Harry_Bannink,Harry Bannink,1929,1999,Dutch,,,20th-century classical
Erling_Bjerno,Erling Bjerno,1929,,Danish,,,20th-century classical
Augustyn_Bloch,Augustyn Bloch,1929,2006,Polish,,,20th-century classical
Antonio_Braga,Antonio Braga,1929,2009,Italian,,,20th-century classical
Reiner_Bredemeyer,Reiner Bredemeyer,1929,1995,German,,,20th-century classical
Theo_Bruins,Theo Bruins,1929,1993,Dutch,,,20th-century classical
Nini_Bulterijs,Nini Bulterijs,1929,1989,Belgian,,,20th-century classical
Geghuni_Hovannesi_Chitchian,Geghuni Hovannesi Chitchian,1929,,Armenian,,,20th-century classical
Dinos_Constantinides,Dinos Constantinides,1929,,Greek-American,"Antigone (opera), Cello Concerto ""Shenzhen""",,20th-century classical
George_Crumb,George Crumb,1929,,American,"Ancient Voices of Children, Black Angels","extended technique, numerology",20th-century classical
Samar_Das,Samar Das,1929,2001,Bangladeshi,,,20th-century classical
Edison_Denisov,Edison Denisov,1929,1996,Russian,"L'écume des jours (opera), Requiem, 2 Symphonies, Violin Concerto, Flute Concerto","avant-garde, serialism, extended technique, polystylism, electronic music",20th-century classical
Frédéric_Devreese,Frédéric Devreese,1929,,Belgian,,,20th-century classical
Petr_Eben,Petr Eben,1929,2007,Czech,,,20th-century classical
Hormoz_Farhat,Hormoz Farhat,1929,,Iranian,,,20th-century classical
Luc_Ferrari,Luc Ferrari,1929,2005,French,"Presque rien No. 1: ""Le Lever du jour au bord de la mer""",electronic music,20th-century classical
Carlton_Gamer,Carlton Gamer,1929,,American,,,20th-century classical
Jerry_Goldsmith,Jerry Goldsmith,1929,2004,American,,"also composer of film scores, Music for Orchestra; Fireworks",20th-century classical
